Brand,Description,Size,SalesQuantity,SalesPrice,SalesDate
2585,Jameson Irish Whiskey,750mL,4,23.99,2016-01-27
6650,Simi Chard,750mL,3,10.99,2016-01-27
2120,Canadian Club,1.75L,5,15.99,2016-01-27
5364,Kahlua,1.75L,1,31.99,2016-01-27
3876,Smirnoff 80 Proof,1.75L,4,18.99,2016-01-27
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-27
2663,Dewars White Label,1.75L,1,39.99,2016-01-27
1476,Jim Beam Traveler,1.75L,3,21.99,2016-01-27
1233,Jack Daniels No 7 Black,1.75L,4,35.99,2016-01-27
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-27
2663,Dewars White Label,1.75L,1,39.99,2016-01-27
3489,Tanqueray,1.75L,2,34.99,2016-01-27
2120,Canadian Club,1.75L,3,17.71,2016-01-27
3826,Skyy Vodka,1.75L,1,24.99,2016-01-27
3545,Ketel One Vodka,1.75L,1,29.99,2016-01-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,14.99,2016-01-27
8082,Baileys Irish Cream,1.75L,3,38.99,2016-01-27
3545,Ketel One Vodka,1.75L,2,29.99,2016-01-27
2127,Canadian Ltd,1.75L,4,10.49,2016-01-27
3423,Beefeater,1.75L,1,26.99,2016-01-27
3913,Svedka Vodka,1.75L,1,17.99,2016-01-27
3826,Skyy Vodka,1.75L,1,24.99,2016-01-27
2114,Black Velvet Canadian Whisky,1.75L,1,12.99,2016-01-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,14.99,2016-01-27
3180,New Amsterdam Vodka,1.75L,3,14.99,2016-01-27
6570,Kendall Jackson Chard Vt RSV,750mL,2,13.99,2016-01-27
2432,Crown Royal,750mL,2,25.99,2016-01-27
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-27
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-27
1476,Jim Beam Traveler,1.75L,4,21.99,2016-01-27
5365,Kahlua,750mL,1,19.99,2016-01-27
3876,Smirnoff 80 Proof,1.75L,1,18.99,2016-01-27
5103,Fireball Cinnamon Whisky,1.75L,2,28.99,2016-01-27
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-27
2114,Black Velvet Canadian Whisky,1.75L,1,12.99,2016-01-27
3650,Patron Silver Tequila,750mL,2,49.99,2016-01-27
3802,Three Olives Vodka,1.75L,2,17.99,2016-01-27
1376,Jim Beam,1.75L,4,22.99,2016-01-27
1385,Makers Mark,750mL,1,26.99,2016-01-27
2127,Canadian Ltd,1.75L,1,10.49,2016-01-27
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-27
3423,Beefeater,1.75L,1,26.99,2016-01-27
6650,Simi Chard,750mL,4,11.39,2016-01-27
8680,Crown Royal,1.75L,4,39.99,2016-01-27
3545,Ketel One Vodka,1.75L,4,29.99,2016-01-27
8112,Stolichnaya,1.75L,1,26.99,2016-01-27
5364,Kahlua,1.75L,1,31.99,2016-01-27
3348,Bombay Sapphire Gin,1.75L,2,36.99,2016-01-27
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,14.99,2016-01-27
14006,Apothic Winemakers Red Blend,750mL,2,9.99,2016-01-27
3505,Tito's Handmade Vodka,750mL,2,21.99,2016-01-27
3348,Bombay Sapphire Gin,1.75L,2,36.99,2016-01-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,3,14.99,2016-01-27
3858,Grey Goose Vodka,750mL,2,23.99,2016-01-27
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-27
2120,Canadian Club,1.75L,1,16.63,2016-01-27
1737,Makers Mark,1.75L,2,46.99,2016-01-27
4261,Capt Morgan Spiced Rum,1.75L,5,21.99,2016-01-27
14006,Apothic Winemakers Red Blend,750mL,2,9.99,2016-01-27
8112,Stolichnaya,1.75L,14,26.99,2016-01-27
3102,Smirnoff Traveler,1.75L,2,17.99,2016-01-27
3858,Grey Goose Vodka,750mL,4,23.99,2016-01-27
8159,Jose Cuervo Especial,1.75L,1,25.99,2016-01-27
3857,Grey Goose Vodka,1.75L,1,57.99,2016-01-28
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-28
3405,Tito's Handmade Vodka,1.75L,3,29.99,2016-01-28
8159,Jose Cuervo Especial,1.75L,3,25.99,2016-01-28
3423,Beefeater,1.75L,16,26.99,2016-01-28
2585,Jameson Irish Whiskey,750mL,2,23.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,11,10.99,2016-01-28
3180,New Amsterdam Vodka,1.75L,3,14.99,2016-01-28
1376,Jim Beam,1.75L,12,22.99,2016-01-28
14006,Apothic Winemakers Red Blend,750mL,7,9.99,2016-01-28
8112,Stolichnaya,1.75L,1,26.99,2016-01-28
1233,Jack Daniels No 7 Black,1.75L,15,35.99,2016-01-28
2120,Canadian Club,1.75L,3,15.99,2016-01-28
2114,Black Velvet Canadian Whisky,1.75L,8,12.99,2016-01-28
2585,Jameson Irish Whiskey,750mL,6,23.99,2016-01-28
3913,Svedka Vodka,1.75L,2,17.99,2016-01-28
2432,Crown Royal,750mL,1,25.99,2016-01-28
8159,Jose Cuervo Especial,1.75L,1,25.99,2016-01-28
4262,Capt Morgan Spiced Rum,750mL,6,14.99,2016-01-28
4227,Bacardi Superior Rum Trav,1.75L,1,17.99,2016-01-28
3102,Smirnoff Traveler,1.75L,2,17.99,2016-01-28
2114,Black Velvet Canadian Whisky,1.75L,8,12.99,2016-01-28
2585,Jameson Irish Whiskey,750mL,4,23.99,2016-01-28
3505,Tito's Handmade Vodka,750mL,2,21.99,2016-01-28
8159,Jose Cuervo Especial,1.75L,2,25.99,2016-01-28
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-28
1476,Jim Beam Traveler,1.75L,1,21.99,2016-01-28
3489,Tanqueray,1.75L,2,34.99,2016-01-28
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-28
1232,Jack Daniels No 7 Black,750mL,4,22.99,2016-01-28
3102,Smirnoff Traveler,1.75L,12,17.99,2016-01-28
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-28
8112,Stolichnaya,1.75L,11,26.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,14,10.99,2016-01-28
19748,Clos du Bois Chard,1.5L,4,14.99,2016-01-28
4227,Bacardi Superior Rum Trav,1.75L,3,17.99,2016-01-28
8512,Baileys Irish Cream,750mL,3,19.99,2016-01-28
3858,Grey Goose Vodka,750mL,1,23.99,2016-01-28
1376,Jim Beam,1.75L,6,22.99,2016-01-28
3489,Tanqueray,1.75L,3,34.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,5,10.99,2016-01-28
3180,New Amsterdam Vodka,1.75L,2,14.99,2016-01-28
3876,Smirnoff 80 Proof,1.75L,1,19.28,2016-01-28
3876,Smirnoff 80 Proof,1.75L,2,18.99,2016-01-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,4,14.99,2016-01-28
19748,Clos du Bois Chard,1.5L,14,14.99,2016-01-28
3802,Three Olives Vodka,1.75L,6,17.99,2016-01-28
3102,Smirnoff Traveler,1.75L,5,17.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,4,10.99,2016-01-28
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-28
8082,Baileys Irish Cream,1.75L,6,38.99,2016-01-28
4262,Capt Morgan Spiced Rum,750mL,7,14.99,2016-01-28
8082,Baileys Irish Cream,1.75L,7,38.99,2016-01-28
3405,Tito's Handmade Vodka,1.75L,6,29.99,2016-01-28
1233,Jack Daniels No 7 Black,1.75L,21,35.99,2016-01-28
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,4,10.99,2016-01-28
5364,Kahlua,1.75L,1,31.99,2016-01-28
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-28
3180,New Amsterdam Vodka,1.75L,6,14.99,2016-01-28
3650,Patron Silver Tequila,750mL,2,49.99,2016-01-28
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-28
5138,Fireball Cinnamon Whisky,750mL,2,13.99,2016-01-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,8,14.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,4,10.99,2016-01-28
2663,Dewars White Label,1.75L,1,39.99,2016-01-28
8159,Jose Cuervo Especial,1.75L,2,25.99,2016-01-28
3876,Smirnoff 80 Proof,1.75L,3,18.99,2016-01-28
4261,Capt Morgan Spiced Rum,1.75L,7,21.99,2016-01-28
3858,Grey Goose Vodka,750mL,3,23.99,2016-01-28
3826,Skyy Vodka,1.75L,1,24.99,2016-01-28
3858,Grey Goose Vodka,750mL,13,23.99,2016-01-28
3802,Three Olives Vodka,1.75L,2,17.99,2016-01-28
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-28
8680,Crown Royal,1.75L,3,39.99,2016-01-28
3876,Smirnoff 80 Proof,1.75L,1,18.99,2016-01-28
2120,Canadian Club,1.75L,1,15.99,2016-01-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,14.99,2016-01-28
5365,Kahlua,750mL,4,19.99,2016-01-28
5365,Kahlua,750mL,1,19.99,2016-01-28
2114,Black Velvet Canadian Whisky,1.75L,2,12.99,2016-01-28
4262,Capt Morgan Spiced Rum,750mL,15,14.99,2016-01-28
3913,Svedka Vodka,1.75L,1,17.99,2016-01-28
3180,New Amsterdam Vodka,1.75L,5,14.99,2016-01-28
8159,Jose Cuervo Especial,1.75L,7,25.99,2016-01-28
2663,Dewars White Label,1.75L,2,39.99,2016-01-28
2585,Jameson Irish Whiskey,750mL,2,23.99,2016-01-28
3545,Ketel One Vodka,1.75L,2,29.99,2016-01-28
4261,Capt Morgan Spiced Rum,1.75L,1,21.99,2016-01-28
3893,Zhenka 80 Proof,1.75L,6,9.99,2016-01-28
1233,Jack Daniels No 7 Black,1.75L,4,37.21,2016-01-28
3802,Three Olives Vodka,1.75L,3,17.99,2016-01-28
1385,Makers Mark,750mL,4,26.99,2016-01-28
3545,Ketel One Vodka,1.75L,1,29.99,2016-01-28
3826,Skyy Vodka,1.75L,1,24.99,2016-01-28
1476,Jim Beam Traveler,1.75L,2,21.99,2016-01-28
2127,Canadian Ltd,1.75L,3,10.49,2016-01-28
19748,Clos du Bois Chard,1.5L,2,14.99,2016-01-28
3893,Zhenka 80 Proof,1.75L,12,9.99,2016-01-28
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-28
6570,Kendall Jackson Chard Vt RSV,750mL,14,13.99,2016-01-28
3876,Smirnoff 80 Proof,1.75L,6,18.99,2016-01-28
8159,Jose Cuervo Especial,1.75L,2,25.99,2016-01-28
3423,Beefeater,1.75L,1,26.99,2016-01-28
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-28
3913,Svedka Vodka,1.75L,2,17.99,2016-01-28
2757,Johnnie Walker Red Label,1.75L,13,29.99,2016-01-28
3826,Skyy Vodka,1.75L,2,24.99,2016-01-28
8068,Absolut 80 Proof,1.75L,1,25.99,2016-01-28
2114,Black Velvet Canadian Whisky,1.75L,5,12.99,2016-01-28
3650,Patron Silver Tequila,750mL,6,49.99,2016-01-28
5365,Kahlua,750mL,1,19.99,2016-01-28
8112,Stolichnaya,1.75L,1,26.99,2016-01-28
3512,Pinnacle Vodka,1.75L,3,16.99,2016-01-28
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-28
3826,Skyy Vodka,1.75L,2,24.99,2016-01-28
2114,Black Velvet Canadian Whisky,1.75L,2,12.99,2016-01-28
8680,Crown Royal,1.75L,2,39.99,2016-01-28
3545,Ketel One Vodka,1.75L,8,29.99,2016-01-28
6579,J Lohr Riverstone Chard,750mL,5,10.99,2016-01-28
3826,Skyy Vodka,1.75L,2,24.99,2016-01-28
3505,Tito's Handmade Vodka,750mL,5,21.99,2016-01-28
3857,Grey Goose Vodka,1.75L,1,57.99,2016-01-28
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-28
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-28
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-28
1232,Jack Daniels No 7 Black,750mL,3,22.99,2016-01-28
3489,Tanqueray,1.75L,1,34.99,2016-01-28
3348,Bombay Sapphire Gin,1.75L,1,36.99,2016-01-28
3802,Three Olives Vodka,1.75L,4,17.99,2016-01-28
2120,Canadian Club,1.75L,5,15.99,2016-01-28
3913,Svedka Vodka,1.75L,1,17.99,2016-01-28
19748,Clos du Bois Chard,1.5L,1,14.99,2016-01-28
14006,Apothic Winemakers Red Blend,750mL,1,9.99,2016-01-28
1376,Jim Beam,1.75L,10,22.99,2016-01-28
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-28
4261,Capt Morgan Spiced Rum,1.75L,20,21.99,2016-01-28
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,14.99,2016-01-28
3489,Tanqueray,1.75L,2,34.99,2016-01-28
3802,Three Olives Vodka,1.75L,1,17.99,2016-01-28
8680,Crown Royal,1.75L,3,39.99,2016-01-28
1385,Makers Mark,750mL,1,26.99,2016-01-28
3545,Ketel One Vodka,1.75L,2,29.99,2016-01-28
3348,Bombay Sapphire Gin,1.75L,1,36.99,2016-01-28
5364,Kahlua,1.75L,2,31.99,2016-01-28
2114,Black Velvet Canadian Whisky,1.75L,4,12.99,2016-01-28
5365,Kahlua,750mL,1,19.99,2016-01-28
5365,Kahlua,750mL,1,19.99,2016-01-28
4262,Capt Morgan Spiced Rum,750mL,2,14.99,2016-01-28
3802,Three Olives Vodka,1.75L,7,17.99,2016-01-28
3348,Bombay Sapphire Gin,1.75L,1,36.99,2016-01-28
3405,Tito's Handmade Vodka,1.75L,3,29.99,2016-01-28
4261,Capt Morgan Spiced Rum,1.75L,13,21.99,2016-01-28
5138,Fireball Cinnamon Whisky,750mL,1,13.99,2016-01-28
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-28
8068,Absolut 80 Proof,1.75L,12,25.99,2016-01-28
3348,Bombay Sapphire Gin,1.75L,2,36.99,2016-01-28
3180,New Amsterdam Vodka,1.75L,1,14.99,2016-01-28
3650,Patron Silver Tequila,750mL,2,49.99,2016-01-28
8680,Crown Royal,1.75L,4,39.99,2016-01-28
1232,Jack Daniels No 7 Black,750mL,3,22.99,2016-01-28
2120,Canadian Club,1.75L,6,15.99,2016-01-28
8112,Stolichnaya,1.75L,6,26.99,2016-01-28
5365,Kahlua,750mL,7,19.99,2016-01-28
1385,Makers Mark,750mL,2,26.99,2016-01-28
8112,Stolichnaya,1.75L,1,26.99,2016-01-28
1376,Jim Beam,1.75L,1,22.99,2016-01-28
3802,Three Olives Vodka,1.75L,5,17.99,2016-01-28
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-28
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-28
6650,Simi Chard,750mL,84,10.99,2016-01-28
1476,Jim Beam Traveler,1.75L,5,21.99,2016-01-28
1476,Jim Beam Traveler,1.75L,1,21.99,2016-01-28
1476,Jim Beam Traveler,1.75L,1,21.99,2016-01-28
1737,Makers Mark,1.75L,1,46.99,2016-01-28
2432,Crown Royal,750mL,1,25.99,2016-01-28
1385,Makers Mark,750mL,2,26.99,2016-01-28
1385,Makers Mark,750mL,2,26.99,2016-01-28
3489,Tanqueray,1.75L,3,34.99,2016-01-28
2432,Crown Royal,750mL,2,25.99,2016-01-28
3405,Tito's Handmade Vodka,1.75L,9,29.99,2016-01-28
4261,Capt Morgan Spiced Rum,1.75L,1,21.99,2016-01-28
1476,Jim Beam Traveler,1.75L,2,21.99,2016-01-28
3876,Smirnoff 80 Proof,1.75L,5,18.99,2016-01-28
2589,Jameson Irish Whiskey,1.75L,2,41.99,2016-01-28
3505,Tito's Handmade Vodka,750mL,5,21.99,2016-01-28
3423,Beefeater,1.75L,3,26.99,2016-01-29
2120,Canadian Club,1.75L,1,16.84,2016-01-29
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-29
6579,J Lohr Riverstone Chard,750mL,1,10.99,2016-01-29
3858,Grey Goose Vodka,750mL,2,23.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,4,29.99,2016-01-29
1476,Jim Beam Traveler,1.75L,2,21.99,2016-01-29
3913,Svedka Vodka,1.75L,3,17.99,2016-01-29
5365,Kahlua,750mL,7,19.99,2016-01-29
1476,Jim Beam Traveler,1.75L,4,21.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,4,9.99,2016-01-29
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-29
2114,Black Velvet Canadian Whisky,1.75L,11,12.99,2016-01-29
8112,Stolichnaya,1.75L,5,26.99,2016-01-29
3180,New Amsterdam Vodka,1.75L,35,14.99,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.99,2016-01-29
11219,Josh Cellars Cab Svgn Sonoma,750mL,12,14.99,2016-01-29
3102,Smirnoff Traveler,1.75L,11,17.99,2016-01-29
8082,Baileys Irish Cream,1.75L,2,38.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-29
1233,Jack Daniels No 7 Black,1.75L,2,35.99,2016-01-29
2589,Jameson Irish Whiskey,1.75L,2,41.99,2016-01-29
3423,Beefeater,1.75L,4,26.99,2016-01-29
1476,Jim Beam Traveler,1.75L,1,21.99,2016-01-29
2120,Canadian Club,1.75L,2,17.02,2016-01-29
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-29
5364,Kahlua,1.75L,14,31.99,2016-01-29
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-29
1232,Jack Daniels No 7 Black,750mL,2,22.99,2016-01-29
3857,Grey Goose Vodka,1.75L,4,57.99,2016-01-29
5138,Fireball Cinnamon Whisky,750mL,8,13.99,2016-01-29
3102,Smirnoff Traveler,1.75L,1,17.99,2016-01-29
8680,Crown Royal,1.75L,2,39.99,2016-01-29
4227,Bacardi Superior Rum Trav,1.75L,3,17.99,2016-01-29
5364,Kahlua,1.75L,3,31.99,2016-01-29
4261,Capt Morgan Spiced Rum,1.75L,12,21.99,2016-01-29
3405,Tito's Handmade Vodka,1.75L,4,29.99,2016-01-29
3423,Beefeater,1.75L,2,26.99,2016-01-29
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,14.99,2016-01-29
1232,Jack Daniels No 7 Black,750mL,4,22.99,2016-01-29
2120,Canadian Club,1.75L,3,17.32,2016-01-29
3180,New Amsterdam Vodka,1.75L,5,14.99,2016-01-29
8068,Absolut 80 Proof,1.75L,4,25.99,2016-01-29
8112,Stolichnaya,1.75L,1,26.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,7,9.99,2016-01-29
3802,Three Olives Vodka,1.75L,5,17.99,2016-01-29
6650,Simi Chard,750mL,45,10.99,2016-01-29
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-29
3512,Pinnacle Vodka,1.75L,3,16.99,2016-01-29
3405,Tito's Handmade Vodka,1.75L,10,29.99,2016-01-29
5103,Fireball Cinnamon Whisky,1.75L,1,28.99,2016-01-29
3913,Svedka Vodka,1.75L,2,17.99,2016-01-29
6579,J Lohr Riverstone Chard,750mL,5,10.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,5,9.99,2016-01-29
4262,Capt Morgan Spiced Rum,750mL,3,14.99,2016-01-29
3348,Bombay Sapphire Gin,1.75L,4,36.99,2016-01-29
1233,Jack Daniels No 7 Black,1.75L,9,38.84,2016-01-29
8112,Stolichnaya,1.75L,1,26.99,2016-01-29
3857,Grey Goose Vodka,1.75L,2,57.99,2016-01-29
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-29
1232,Jack Daniels No 7 Black,750mL,3,22.99,2016-01-29
1385,Makers Mark,750mL,3,26.99,2016-01-29
5138,Fireball Cinnamon Whisky,750mL,13,13.99,2016-01-29
5364,Kahlua,1.75L,3,31.99,2016-01-29
3102,Smirnoff Traveler,1.75L,11,17.99,2016-01-29
2120,Canadian Club,1.75L,26,15.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-29
3826,Skyy Vodka,1.75L,1,24.99,2016-01-29
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-29
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-29
19748,Clos du Bois Chard,1.5L,7,14.99,2016-01-29
8082,Baileys Irish Cream,1.75L,4,38.99,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,18,13.99,2016-01-29
3545,Ketel One Vodka,1.75L,11,29.99,2016-01-29
3180,New Amsterdam Vodka,1.75L,1,14.99,2016-01-29
2663,Dewars White Label,1.75L,2,39.99,2016-01-29
3650,Patron Silver Tequila,750mL,4,49.99,2016-01-29
3405,Tito's Handmade Vodka,1.75L,8,29.99,2016-01-29
2663,Dewars White Label,1.75L,2,39.99,2016-01-29
4227,Bacardi Superior Rum Trav,1.75L,5,17.99,2016-01-29
2432,Crown Royal,750mL,3,25.99,2016-01-29
1233,Jack Daniels No 7 Black,1.75L,2,36.48,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,12,13.99,2016-01-29
3505,Tito's Handmade Vodka,750mL,5,21.99,2016-01-29
5364,Kahlua,1.75L,2,31.99,2016-01-29
1476,Jim Beam Traveler,1.75L,4,21.99,2016-01-29
3858,Grey Goose Vodka,750mL,15,23.99,2016-01-29
1476,Jim Beam Traveler,1.75L,2,21.99,2016-01-29
5365,Kahlua,750mL,6,19.99,2016-01-29
1232,Jack Daniels No 7 Black,750mL,2,22.99,2016-01-29
3545,Ketel One Vodka,1.75L,8,29.99,2016-01-29
3876,Smirnoff 80 Proof,1.75L,1,18.99,2016-01-29
4227,Bacardi Superior Rum Trav,1.75L,7,17.99,2016-01-29
2114,Black Velvet Canadian Whisky,1.75L,15,12.99,2016-01-29
3512,Pinnacle Vodka,1.75L,3,16.99,2016-01-29
8112,Stolichnaya,1.75L,14,26.99,2016-01-29
11219,Josh Cellars Cab Svgn Sonoma,750mL,6,14.99,2016-01-29
8068,Absolut 80 Proof,1.75L,8,25.99,2016-01-29
3876,Smirnoff 80 Proof,1.75L,2,18.99,2016-01-29
6579,J Lohr Riverstone Chard,750mL,2,10.99,2016-01-29
1385,Makers Mark,750mL,1,26.99,2016-01-29
8512,Baileys Irish Cream,750mL,9,19.99,2016-01-29
2432,Crown Royal,750mL,10,25.99,2016-01-29
1737,Makers Mark,1.75L,2,46.99,2016-01-29
4227,Bacardi Superior Rum Trav,1.75L,8,17.99,2016-01-29
8068,Absolut 80 Proof,1.75L,4,25.99,2016-01-29
3650,Patron Silver Tequila,750mL,5,49.99,2016-01-29
2663,Dewars White Label,1.75L,20,39.99,2016-01-29
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-29
3512,Pinnacle Vodka,1.75L,1,16.99,2016-01-29
3802,Three Olives Vodka,1.75L,10,17.99,2016-01-29
2589,Jameson Irish Whiskey,1.75L,18,41.99,2016-01-29
2120,Canadian Club,1.75L,5,15.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,4,9.99,2016-01-29
3423,Beefeater,1.75L,5,26.99,2016-01-29
3348,Bombay Sapphire Gin,1.75L,2,36.99,2016-01-29
5103,Fireball Cinnamon Whisky,1.75L,3,28.99,2016-01-29
3405,Tito's Handmade Vodka,1.75L,6,29.99,2016-01-29
8680,Crown Royal,1.75L,3,39.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-29
3876,Smirnoff 80 Proof,1.75L,11,18.99,2016-01-29
5365,Kahlua,750mL,3,19.99,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,3,13.99,2016-01-29
1385,Makers Mark,750mL,5,26.99,2016-01-29
8112,Stolichnaya,1.75L,1,26.99,2016-01-29
1476,Jim Beam Traveler,1.75L,3,21.99,2016-01-29
3102,Smirnoff Traveler,1.75L,3,17.99,2016-01-29
3180,New Amsterdam Vodka,1.75L,18,14.99,2016-01-29
11219,Josh Cellars Cab Svgn Sonoma,750mL,4,14.99,2016-01-29
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-29
3512,Pinnacle Vodka,1.75L,6,16.99,2016-01-29
3857,Grey Goose Vodka,1.75L,2,57.99,2016-01-29
2120,Canadian Club,1.75L,4,15.99,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,2,13.99,2016-01-29
1476,Jim Beam Traveler,1.75L,4,21.99,2016-01-29
1385,Makers Mark,750mL,1,26.99,2016-01-29
3489,Tanqueray,1.75L,9,34.99,2016-01-29
8512,Baileys Irish Cream,750mL,5,19.99,2016-01-29
5138,Fireball Cinnamon Whisky,750mL,2,13.99,2016-01-29
6650,Simi Chard,750mL,3,11.48,2016-01-29
5138,Fireball Cinnamon Whisky,750mL,4,14.19,2016-01-29
2663,Dewars White Label,1.75L,1,39.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,4,9.99,2016-01-29
1385,Makers Mark,750mL,1,26.99,2016-01-29
4262,Capt Morgan Spiced Rum,750mL,2,14.99,2016-01-29
2127,Canadian Ltd,1.75L,5,10.49,2016-01-29
2663,Dewars White Label,1.75L,1,39.99,2016-01-29
3802,Three Olives Vodka,1.75L,3,17.99,2016-01-29
5365,Kahlua,750mL,12,19.99,2016-01-29
3913,Svedka Vodka,1.75L,3,17.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,6,9.99,2016-01-29
3650,Patron Silver Tequila,750mL,5,49.99,2016-01-29
2120,Canadian Club,1.75L,2,15.99,2016-01-29
14006,Apothic Winemakers Red Blend,750mL,1,9.99,2016-01-29
2663,Dewars White Label,1.75L,2,39.99,2016-01-29
2432,Crown Royal,750mL,2,25.99,2016-01-29
3180,New Amsterdam Vodka,1.75L,9,14.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-29
6579,J Lohr Riverstone Chard,750mL,1,10.99,2016-01-29
2663,Dewars White Label,1.75L,1,39.99,2016-01-29
3348,Bombay Sapphire Gin,1.75L,2,36.99,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,28,13.99,2016-01-29
8112,Stolichnaya,1.75L,4,26.99,2016-01-29
3858,Grey Goose Vodka,750mL,7,23.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,14,29.99,2016-01-29
4261,Capt Morgan Spiced Rum,1.75L,8,21.99,2016-01-29
3102,Smirnoff Traveler,1.75L,6,17.99,2016-01-29
2127,Canadian Ltd,1.75L,2,10.49,2016-01-29
4227,Bacardi Superior Rum Trav,1.75L,19,17.99,2016-01-29
2432,Crown Royal,750mL,1,25.99,2016-01-29
3489,Tanqueray,1.75L,1,34.99,2016-01-29
11219,Josh Cellars Cab Svgn Sonoma,750mL,7,14.99,2016-01-29
6579,J Lohr Riverstone Chard,750mL,4,10.99,2016-01-29
5103,Fireball Cinnamon Whisky,1.75L,4,28.99,2016-01-29
1233,Jack Daniels No 7 Black,1.75L,4,35.99,2016-01-29
8512,Baileys Irish Cream,750mL,6,19.99,2016-01-29
3102,Smirnoff Traveler,1.75L,3,17.99,2016-01-29
2663,Dewars White Label,1.75L,1,39.99,2016-01-29
3180,New Amsterdam Vodka,1.75L,17,14.99,2016-01-29
6579,J Lohr Riverstone Chard,750mL,25,10.99,2016-01-29
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-29
6570,Kendall Jackson Chard Vt RSV,750mL,5,13.99,2016-01-29
2120,Canadian Club,1.75L,8,15.99,2016-01-29
19748,Clos du Bois Chard,1.5L,11,14.99,2016-01-29
2114,Black Velvet Canadian Whisky,1.75L,32,12.99,2016-01-29
